Time_s,Gyro_X,Gyro_Y,Gyro_Z
427.114,-2.133,-11.303,0.142
427.134,-10.569,-6.912,-7.596
427.154,1.733,-10.262,-16.706
427.174,-0.863,-7.816,-3.564
427.194,-1.997,-5.534,-8.411
427.214,-6.751,-6.028,-5.001
427.234,-5.079,-2.878,-5.363
427.254,-10.613,-12.466,-9.119
427.274,-1.93,-8.114,-7.029
427.294,-8.247,-12.616,-9.69
427.314,-8.665,-5.738,-13.752
427.334,-9.657,-2.077,-8.219
427.354,-7.287,-6.731,-8.232
427.374,-3.094,-3.179,-14.484
427.394,-13.604,6.698,-4.08
427.414,-8.804,-4.585,-8.129
427.434,7.829,-0.867,-10.865
427.454,-10.483,-8.405,-3.564
427.474,-3.901,2.611,-4.648
427.494,-3.751,-1.268,-7.941
427.514,-7.21,4.386,-5.616
427.534,-3.773,4.264,-12.759
427.554,-10.118,0.162,-4.501
427.574,1.196,9.76,-8.881
427.594,-3.754,12.411,-3.356
427.614,-5.673,7.651,-3.73
427.634,1.851,11.423,-0.039
427.654,-7.065,6.755,-7.083
427.674,-2.691,5.203,-3.202
427.694,11.919,14.71,-6.686
427.714,-4.164,1.71,0.056
427.734,-1.395,8.793,-2.51
427.754,4.365,9.203,-1.323
427.774,-3.38,4.163,2.045
427.794,1.872,8.11,-3.473
427.814,3.132,16.699,2.956
427.834,9.082,4.339,-2.346
427.854,6.232,2.575,2.262
427.874,13.053,10.396,-1.762
427.894,9.749,6.644,7.727
427.914,5.263,6.921,7.554
427.934,10.076,2.725,4.217
427.954,7.712,0.726,6.995
427.974,11.408,-2.027,10.168
427.994,8.287,-1.21,9.873
428.014,0.552,-3.596,2.383
428.034,9.25,-5.358,9.913
428.054,10.388,-6.467,2.398
428.074,6.923,-0.099,8.196
428.094,4.979,-8.307,13.221
428.114,9.92,-10.73,7.376
428.134,4.313,-11.01,9.076
428.154,6.088,-7.26,9.341
428.174,11.618,-4.591,10.907
428.194,4.649,-8.127,6.516
428.214,7.319,-2.403,7.009
428.234,8.513,-7.381,11.314
428.254,-3.586,-7.522,9.772
428.274,3.76,-7.407,6.018
428.294,5.428,-2.913,0.797
428.314,-0.482,-5.056,8.071
428.334,-3.935,-12.999,0.266
428.354,4.607,-0.007,6.545
428.374,-3.895,-11.505,8.292
428.394,1.838,3.712,4.682
428.414,-2.369,-4.656,2.503
428.434,2.855,-5.31,-0.063
428.454,-1.896,-0.071,5.397
428.474,-8.97,-6.343,2.966
428.494,2.018,-2.084,11.022
428.514,-2.457,0.093,-1.638
428.534,-9.74,2.605,-3.108
428.554,-3.574,1.35,-5.55
428.574,-1.797,-2.569,-2.66
428.594,-6.272,1.048,-0.155
428.614,-11.925,3.635,-6.128
428.634,-8.292,6.451,-12.302
428.654,-8.08,7.292,-8.224
428.674,-10.371,9.565,-6.792
428.694,-14.634,14.742,0.199
428.714,-11.661,4.69,-5.087
428.734,-4.594,3.099,-10.369
428.754,-8.719,5.583,-10.509
428.774,-10.765,6.912,-6.833
428.794,3.642,7.919,-5.367
428.814,-6.467,3.146,-11.65
428.834,-3.537,8.322,-9.819
428.854,-1.336,-0.314,-12.515
428.874,-4.219,5.235,-7.898
428.894,-4.875,6.224,-13.89
428.914,-6.523,2.043,-0.313
428.934,4.55,-0.447,-13.09
428.954,4.928,11.663,-9.436
428.974,2.141,-0.423,-0.583
428.994,1.784,-4.307,1.041
429.014,-6.791,8.031,0.908
429.034,5.07,0.42,-9.016
429.054,-1.692,-1.029,-1.253
429.074,4.131,4.923,-8.698
429.094,7.707,-2.843,-6.936
429.114,2.506,-8.037,-5.249
429.134,6.298,-9.067,1.818
429.154,2.656,-3.446,-7.34
429.174,11.419,-6.919,-8.206
429.194,10.445,-10.411,-5.205
429.214,9.196,-4.271,-4.798
429.234,7.76,-9.848,5.002
429.254,12.201,-14.255,0.821
429.274,11.553,-9.357,-2.221
429.294,9.551,-18.89,8.369
429.314,4.158,-7.677,-0.642
429.334,4.979,-2.705,11.158
429.354,4.691,-8.277,7.335
429.374,12.326,-5.991,7.512
429.394,15.551,-7.786,3.063
429.414,6.666,-0.821,6.651
429.434,6.839,-0.844,0.396
429.454,9.09,-2.299,8.652
429.474,4.472,-6.551,1.303
429.494,5.046,-2.577,0.398
429.514,0.405,-2.847,-0.676
429.534,-0.81,-4.071,6.919
429.554,0.576,-2.453,5.037
429.574,7.373,6.378,10.376
429.594,5.944,-6.327,2.545
429.614,-1.587,5.651,4.742
429.634,5.561,6.049,8.219
429.654,3.628,2.027,5.318
429.674,-8.115,0.639,1.115
429.694,0.522,5.234,13.971
429.714,-4.851,7.315,14.999
429.734,-2.397,9.137,13.489
429.754,1.074,8.125,-0.282
429.774,-7.809,5.019,6.109
429.794,-10.086,8.448,6.87
429.814,-10.805,6.012,7.11
429.834,-11.023,5.637,2.939
429.854,-7.395,11.949,8.642
429.874,-8.19,11.384,6.179
429.894,-3.223,8.269,-1.31
429.914,-16.813,3.162,-0.503
429.934,-1.898,6.467,6.356
429.954,0.818,5.627,2.521
429.974,-6.857,8.503,6.305
429.994,0.047,6.047,6.954
430.014,-6.309,1.957,3.958
430.034,0.364,4.367,4.149
430.054,-9.113,5.591,0.06
430.074,-4.562,2.267,-3.309
430.094,-2.904,-5.293,0.019
430.114,-8.524,-3.046,-11.626
430.134,5.609,2.156,0.341
430.154,-2.066,1.014,-4.769
430.174,-2.591,-9.334,2.106
430.194,-3.975,-11.569,-5.081
430.214,-0.144,-7.662,1.08
430.234,0.196,-11.852,-10.333
430.254,6.201,-3.146,-11.219
430.274,8.452,-7.319,-3.983
430.294,6.616,4.632,-3.649
430.314,7.339,-17.026,-3.005
430.334,5.847,-6.553,-9.589
430.354,-3.49,-11.598,-6.724
430.374,7.918,-6.26,-13.041
430.394,6.618,-5.278,-5.236
430.414,8.229,-10.18,-10.476
430.434,9.192,-4.517,-5.496
430.454,8.114,-13.368,-3.657
430.474,13.109,-3.628,-12.164
430.494,8.959,-4.74,-1.326
430.514,7.273,-4.104,-6.008
430.534,7.995,-1.872,-8.304
430.554,9.047,-5.454,-8.338
430.574,11.992,0.438,-5.583
430.594,6.383,6.797,-8.067
430.614,8.006,-4.644,-7.685
430.634,5.444,3.142,-11.48
430.654,9.039,-0.12,-9.454
430.674,11.37,-3.037,-7.256
430.694,2.171,-0.433,-17.087
430.714,5.89,4.659,-10.781
430.734,14.114,5.887,-7.533
430.754,4.304,6.913,-6.105
430.774,2.905,3.689,-8.495
430.794,-0.268,9.038,-6.443
430.814,1.743,8.788,0.501
430.834,0.426,15.035,-7.241
430.854,-5.881,2.875,-6.477
430.874,-4.156,13.191,-5.29
430.894,1.821,2.055,4.737
430.914,-7.225,8.434,-0.331
430.934,-4.014,15.104,-3.702
430.954,-10.226,2.098,-5.146
430.974,-6.992,9.029,2.027
430.994,-8.507,-3.536,-1.924
431.014,-3.546,1.493,4.103
431.034,-0.439,-3.001,-0.837
431.054,-4.98,4.821,-0.167
431.074,-5.84,6.096,0.882
431.094,-0.014,-0.972,4.442
431.114,-7.417,3.468,11.311
431.134,-13.816,0.522,11.934
431.154,-6.753,-3.606,6.588
431.174,-8.102,-8.843,-5.064
431.194,-8.974,-2.335,7.138
431.214,-4.042,-4.918,7.872
431.234,-7.128,-7.767,19.135
431.254,-2.443,0.638,11.796
431.274,-8.155,-5.511,3.778
431.294,-2.913,-1.871,-1.471
431.314,-12.475,-3.206,11.08
431.334,-2.722,-3.975,4.264
431.354,-3.921,-10.53,1.902
431.374,0.021,-7.464,5.663
431.394,6.0,-10.768,7.054
431.414,2.279,-5.366,12.169
431.434,-8.146,-6.91,11.391
431.454,-2.414,-12.892,2.066
431.474,-3.435,-10.348,0.224
431.494,0.09,-1.831,6.25
431.514,8.843,-5.66,1.945
431.534,-5.703,-5.686,-3.382
431.554,6.269,3.149,5.398
431.574,3.493,-4.078,2.802
431.594,1.377,1.659,0.896
431.614,6.403,0.374,0.349
431.634,6.009,7.356,2.999
431.654,9.309,5.063,-3.211
431.674,4.556,6.029,-7.774
431.694,3.316,-2.323,-7.245
431.714,6.924,4.133,1.062
431.734,11.825,0.707,-3.898
431.754,15.056,7.073,-2.548
431.774,8.922,7.311,-6.156
431.794,12.172,9.24,-10.26
431.814,10.225,12.222,-8.189
431.834,10.426,9.165,-0.623
431.854,6.724,3.139,-6.818
431.874,12.538,8.505,-8.877
431.894,6.667,6.667,0.528
431.914,-0.662,9.129,-11.117
431.934,5.393,5.828,-9.902
431.954,0.047,7.692,-14.167
431.974,14.948,10.078,-7.09
431.994,9.151,5.657,-14.058
432.014,5.039,8.657,-2.012
432.034,1.689,8.944,-13.639
432.054,8.52,5.357,-9.059
432.074,-0.769,0.298,-8.908
432.094,10.529,6.186,-7.818
432.114,-1.539,2.238,0.421
432.134,0.411,-0.603,-9.907
432.154,2.554,2.953,-12.248
432.174,-4.053,4.034,-10.157
432.194,-2.386,0.542,-5.951
432.214,-2.69,-5.044,-7.364
432.234,-5.562,0.733,-3.55
432.254,-2.375,-4.029,3.099
432.274,-9.811,-4.436,-5.835
432.294,-15.667,-2.189,0.031
432.314,-13.381,-4.052,-2.346
432.334,-7.103,-4.611,-3.053
432.354,-5.44,-7.405,0.49
432.374,-10.03,-2.988,-5.694
432.394,-5.995,-9.582,-0.436
432.414,-0.597,-11.798,9.493
432.434,-5.466,-3.067,-10.043
432.454,-4.214,-8.495,5.968
432.474,-9.39,-6.047,-4.046
432.494,-3.956,-6.236,0.965
432.514,-6.898,-7.956,2.043
432.534,-5.575,-11.442,-4.352
432.554,-13.374,-4.821,0.841
432.574,-4.925,-7.928,-0.559
432.594,0.902,-10.068,1.709
432.614,-11.336,-3.117,7.095
432.634,-3.295,-0.648,6.685
432.654,4.891,-4.965,7.378
432.674,-9.149,-6.353,6.497
432.694,8.122,-0.852,13.39
432.714,2.864,-1.097,5.782
432.734,3.512,-0.364,6.023
432.754,4.905,7.429,4.117
432.774,1.804,0.708,6.23
432.794,0.656,3.941,1.624
432.814,-4.383,11.334,-3.592
432.834,2.641,-1.855,11.161
432.854,4.913,12.571,5.642
432.874,6.272,9.383,10.199
432.894,10.628,5.19,6.28
432.914,-2.52,11.538,10.451
432.934,3.071,10.918,7.536
432.954,6.025,10.641,4.88
432.974,12.184,8.59,12.26
432.994,7.047,8.517,6.27
433.014,12.687,8.969,10.774
433.034,10.276,5.82,5.228
433.054,9.366,8.771,-2.314
433.074,7.97,11.906,7.527
433.094,11.233,9.614,-2.516
433.114,6.891,-8.516,-0.057
433.134,5.784,6.187,10.568
433.154,6.394,0.655,7.815
433.174,3.411,2.237,7.502
433.194,14.023,-0.722,1.479
433.214,9.968,-4.04,-1.137
433.234,8.349,1.649,-4.151
433.254,1.097,-3.284,-8.079
433.274,7.3,-7.118,1.066
433.294,-0.355,-0.431,-1.221
433.314,8.803,-3.945,-4.365
433.334,5.664,-9.061,-6.636
433.354,-1.154,-1.784,-7.46
433.374,-1.747,-8.57,-8.585
433.394,-1.355,-9.911,-10.008
433.414,7.861,-6.667,5.968
433.434,-2.832,-12.61,-11.124
433.454,-0.241,-10.246,-15.469
433.474,-2.681,-16.51,-8.905
433.494,-5.969,-7.637,-8.96
433.514,-11.946,-17.548,-8.605
433.534,-2.475,-2.299,-5.988
433.554,-4.187,-6.247,-0.23
433.574,-4.553,-7.626,-4.211
433.594,1.051,-7.124,2.678
433.614,-11.173,-10.77,-8.812
433.634,-4.926,0.567,-3.322
433.654,-7.957,0.117,-13.079
433.674,-0.436,-7.453,-0.281
433.694,-6.87,-3.336,-1.07
433.714,-0.587,3.454,-10.908
433.734,-13.602,-1.327,-6.765
433.754,-11.448,-0.77,-13.328
433.774,-10.903,-1.242,-11.649
433.794,-8.863,4.331,-3.072
433.814,-10.744,7.756,-5.815
433.834,6.369,0.492,-9.332
433.854,-9.33,6.307,-5.505
433.874,-11.247,9.851,-8.173
433.894,-4.722,8.744,-5.845
433.914,-9.641,10.363,-0.638
433.934,-5.817,12.206,-1.132
433.954,0.684,9.299,-7.051
433.974,0.76,7.191,-1.076
433.994,-4.465,2.006,6.317
434.014,1.951,4.604,4.783
434.034,7.885,2.704,2.881
434.054,3.675,8.61,1.528
434.074,1.291,3.759,2.267
434.094,-1.341,1.598,3.282
434.114,4.878,1.535,8.764
434.134,1.702,4.54,4.48
434.154,2.325,6.04,2.981
434.174,-3.588,2.76,7.249
434.194,8.874,-3.692,13.011
434.214,2.193,-4.4,5.084
434.234,11.365,-2.789,2.063
434.254,9.617,2.768,5.278
434.274,7.201,-3.16,10.693
434.294,10.586,-7.489,1.457
434.314,16.436,3.0,9.059
434.334,3.806,-7.626,7.642
434.354,6.525,-2.802,2.226
434.374,-0.913,-4.394,3.452
434.394,4.227,-2.739,4.938
434.414,11.594,0.718,7.593
434.434,5.774,-8.803,12.445
434.454,7.214,-2.298,3.285
434.474,1.377,-12.85,3.249
434.494,5.603,-8.334,12.268
434.514,-1.695,-10.989,3.45
434.534,1.5,-10.621,7.228
434.554,7.136,-12.598,10.956
434.574,6.627,-9.58,10.904
434.594,-4.263,-5.13,-4.599
434.614,-8.412,-7.612,6.426
434.634,-2.873,-9.815,-2.663
434.654,7.787,0.844,5.448
434.674,-0.808,-3.26,0.415
434.694,0.371,-0.703,-3.049
434.714,-8.553,-3.411,-1.655
434.734,2.318,-2.093,1.436
434.754,-10.103,-0.69,-0.625
434.774,-1.443,6.398,-2.75
434.794,-5.832,-1.442,-1.891
434.814,-8.374,7.477,-3.533
434.834,-6.737,1.908,-0.08
434.854,-10.302,0.421,-8.145
434.874,-0.216,-3.235,-9.748
434.894,-4.725,5.878,-3.723
434.914,-9.534,6.202,-10.557
434.934,-4.289,5.111,-7.235
434.954,-4.129,10.626,-9.117
434.974,-6.659,0.56,-7.259
434.994,-2.893,6.679,-8.979
435.015,-5.268,3.564,-11.038
435.035,-3.619,4.847,-8.443
435.055,2.585,1.172,-14.403
435.075,-5.839,14.341,-6.028
435.095,0.642,13.209,-4.268
435.115,-2.16,7.34,-6.392
435.135,-4.685,6.171,-10.123
435.155,-1.28,6.006,-5.919
435.175,-5.286,3.695,-4.774
435.195,0.504,5.682,-8.432
435.215,4.127,7.689,-3.935
435.235,-0.878,4.964,-9.802
435.255,-4.9,5.38,-7.798
435.275,-2.591,-0.571,-11.887
435.295,-0.02,3.043,-2.628
435.315,6.059,-1.19,-13.644
435.335,6.58,0.068,-11.472
435.355,4.024,-11.607,-8.122
435.375,5.832,-4.534,1.89
435.395,4.29,-3.293,-3.906
435.415,10.428,-5.589,-10.807
435.435,6.781,-0.647,-1.674
435.455,-6.605,-2.213,-4.641
435.475,3.977,-5.529,-1.433
435.495,11.465,-6.03,-2.168
435.515,8.953,-5.287,3.405
435.535,6.69,-7.302,-0.026
435.555,-1.124,-5.794,-1.166
435.575,12.238,-5.221,-1.031
435.595,17.395,-8.985,-1.279
435.615,16.58,-8.912,2.424
435.635,6.123,-13.58,4.039
435.655,6.598,-13.303,5.537
435.675,11.004,-8.11,3.257
435.695,7.648,-11.095,0.232
435.715,6.893,-4.988,6.072
435.735,-2.853,-0.875,7.4
435.755,2.058,-8.25,7.476
435.775,4.151,-2.703,5.4
435.795,11.274,-1.382,2.073
435.815,10.551,-9.515,9.737
435.835,-1.621,-2.999,5.453
435.855,-3.227,8.163,11.549
435.875,7.469,0.097,12.624
435.895,4.413,3.208,6.92
435.915,-2.881,3.488,5.342
435.935,-2.816,4.844,7.127
435.955,-6.801,6.091,-0.859
435.975,-7.572,9.473,6.27
435.995,-10.002,1.149,9.583
436.015,-4.879,4.228,12.192
436.035,-6.527,9.877,3.848
436.055,-13.75,1.895,6.892
436.075,-7.119,7.561,5.447
436.095,-7.592,6.934,4.956
436.115,-3.164,5.508,9.224
436.135,-5.541,6.763,5.04
436.155,-12.114,9.988,5.484
436.175,-3.896,8.099,12.874
436.195,-12.522,6.15,4.527
436.215,-8.064,6.429,1.449
436.235,-10.737,11.079,-2.871
436.255,-1.953,9.507,8.562
436.275,-10.515,-1.479,-3.376
436.295,-15.326,0.5,0.799
436.315,-0.4,-2.113,2.453
436.335,-8.583,6.434,-5.69
436.355,-4.765,-1.028,-1.679
436.375,-4.595,-3.659,-0.002
436.395,-7.897,-8.339,1.824
436.415,-0.56,-2.489,-7.488
436.435,-2.63,2.787,-5.021
436.455,-2.733,0.303,-5.838
436.475,-1.93,-11.466,-13.283
436.495,-6.899,-4.255,0.066
436.515,1.735,-9.043,-6.75
436.535,4.369,-9.292,-5.413
436.555,-1.501,-0.774,-14.84
436.575,6.836,-12.07,-13.095
436.595,-6.035,-10.949,-5.833
436.615,7.127,-14.252,-12.929
436.635,5.305,-1.155,-7.214
436.655,11.743,-11.745,-5.954
436.675,2.11,-3.37,-6.488
436.695,6.469,-3.408,-8.757
436.715,9.718,-7.849,-10.845
436.735,13.09,-0.711,-7.151
436.755,2.778,-6.889,-7.869
436.775,15.808,-8.52,-4.529
436.795,0.287,-15.515,-12.083
436.815,8.777,-1.948,-1.83
436.835,9.16,0.423,-2.693
436.855,2.972,-9.169,-10.225
436.875,10.871,-1.245,-5.986
436.895,8.515,-1.366,-8.554
436.915,7.272,2.883,1.424
436.935,5.959,3.629,-6.712
436.955,8.345,11.453,-3.214
436.975,6.805,9.511,-6.724
436.995,8.739,-3.331,-5.961
437.015,1.335,11.97,-6.944
437.035,2.719,9.432,-2.617
437.055,10.437,2.165,-4.374
437.075,-5.525,0.808,-4.88
437.095,3.713,12.932,-6.014
437.115,-3.811,5.941,0.53
437.135,-0.38,6.281,-0.083
437.155,0.195,7.288,-0.077
437.175,3.575,15.743,-0.037
437.195,-6.94,6.501,4.931
437.215,-2.803,3.764,7.82
437.235,-1.641,8.721,1.846
437.255,-3.897,7.968,4.75
437.275,-3.183,10.537,1.838
437.295,-1.488,11.18,3.16
437.315,-10.693,7.968,4.285
437.335,-3.501,-2.485,1.219
437.355,0.85,2.975,3.756
437.375,-13.571,-4.397,5.028
437.395,-10.123,-6.363,9.898
437.415,-9.529,3.654,10.664
437.435,-4.499,-1.732,7.987
437.455,-8.6,-3.056,8.6
437.475,-5.465,-1.825,6.939
437.495,-4.806,1.279,6.647
437.515,-10.217,-0.291,7.815
437.535,-5.605,-4.207,0.431
437.555,-11.103,-7.233,5.729
437.575,-5.116,-5.43,11.305
437.595,-0.287,-5.248,4.0
437.615,-7.692,-4.561,0.93
437.635,-6.793,-7.95,12.343
437.655,-1.604,-4.817,14.726
437.675,1.732,-7.629,5.366
437.695,-4.568,-8.975,8.649
437.715,4.815,-5.51,7.158
437.735,5.64,1.437,2.261
437.755,1.051,-7.144,3.688
437.775,1.116,-0.383,3.496
437.795,2.568,-9.199,1.356
437.815,9.341,-2.274,-1.801
437.835,4.68,-0.877,-6.541
437.855,4.76,-5.418,2.32
437.875,6.834,-0.917,-0.107
437.895,5.397,-5.807,-1.191
437.915,1.191,-2.942,-4.495
437.935,7.207,2.402,-2.831
437.955,5.836,3.229,-3.427
437.975,11.147,1.06,-0.94
437.995,12.198,2.664,2.335
438.015,3.439,12.556,0.991
438.035,11.172,7.167,3.937
438.055,4.635,3.139,-4.873
438.075,4.185,1.409,-3.343
438.095,12.77,12.745,-0.102
438.115,5.163,5.903,-13.856
438.135,13.899,10.128,-9.984
438.155,8.965,6.637,-4.316
438.175,1.428,12.939,-9.435
438.195,8.38,12.882,-13.429
438.215,7.468,10.622,-10.179
438.235,8.202,7.352,-5.377
438.255,4.773,1.797,-3.041
438.275,6.806,4.393,-10.173
438.295,-0.623,8.011,-11.997
438.315,-3.566,3.911,-10.93
438.335,-3.309,10.713,-3.881
438.355,-0.309,6.071,-1.281
438.375,-2.423,6.777,-14.822
438.395,-3.79,3.277,0.849
438.415,-1.527,-2.631,-13.533
438.435,-1.978,-0.173,-5.682
438.455,-4.704,-4.895,0.606
438.475,-1.328,4.756,-9.561
438.495,-1.803,-0.267,-4.962
438.515,-9.876,-4.839,-10.751
438.535,-1.029,-4.276,1.08
438.555,-10.102,-10.508,-13.614
438.575,-14.675,-1.569,-13.732
438.595,-6.507,1.113,-4.315
438.615,-7.435,-6.766,-4.514
438.635,-3.722,-3.334,-0.408
438.655,-2.304,-9.514,-0.663
438.675,-8.506,-6.127,-2.711
438.695,-12.677,-14.73,-1.085
438.715,-11.761,-4.739,-11.612
438.735,-12.608,-2.699,-1.45
438.755,-11.525,-7.551,-1.969
438.775,-1.888,-8.344,0.588
438.795,-2.035,-12.174,0.12
438.815,-9.145,-4.634,7.811
438.835,-4.431,-1.26,4.307
438.855,-2.228,-11.487,4.723
438.875,-9.74,-6.84,8.513
438.895,-5.533,-8.118,1.848
438.915,-2.584,0.135,7.282
438.935,0.078,-3.073,5.735
438.955,-6.531,1.043,8.011
438.975,2.654,2.996,13.535
438.995,-5.417,1.486,3.652
439.015,-2.094,0.661,7.726
439.035,3.96,1.665,9.841
439.055,-3.393,0.04,2.36
439.075,-5.403,14.639,4.321
439.095,5.752,4.91,5.398
439.115,5.381,10.903,5.098
439.135,3.67,10.991,6.239
439.155,2.399,13.979,5.771
439.175,7.879,9.212,3.313
439.195,16.329,5.643,16.321
439.215,11.251,10.338,6.985
439.235,11.237,9.853,7.276
439.255,9.221,4.08,2.617
439.275,2.167,6.576,0.901
439.295,5.575,10.105,6.708
439.315,9.447,7.035,-0.385
439.335,7.797,7.243,3.914
439.355,12.232,14.8,1.46
439.375,11.163,7.354,5.062
439.395,14.051,4.119,-2.245
439.415,3.538,3.699,5.518
439.435,16.931,0.508,3.74
439.455,5.99,-2.907,6.8
439.475,13.021,-0.642,0.554
439.495,3.601,1.402,0.774
439.515,7.864,-1.372,-3.408
439.535,14.285,-12.455,-9.519
439.555,0.341,1.684,-10.489
439.575,7.357,5.584,0.679
439.595,5.443,-11.088,-1.701
439.615,1.365,-8.379,-3.664
439.635,4.581,-4.51,-7.522
439.655,-0.007,-6.629,-7.082
439.675,3.514,-10.112,-14.828
439.695,0.348,-7.709,-6.952
439.715,0.006,-6.982,1.052
439.735,-1.102,-9.076,-8.718
439.755,-8.073,-9.696,-7.992
439.775,-7.768,-0.444,-11.71
439.795,-8.652,-7.904,-5.375
439.815,-10.076,-7.223,-10.91
439.835,-7.258,-9.066,-4.231
439.855,-13.228,-6.891,-0.355
439.875,-5.837,-1.967,-10.195
439.895,-10.261,-7.922,-18.882
439.915,-5.661,-3.512,-2.809
439.935,-6.874,-10.801,-9.317
439.955,-11.194,-3.44,-7.289
439.975,-6.57,-1.542,-7.637
439.995,-10.228,-7.834,-3.116
440.015,1.502,0.152,-11.789
440.035,-11.503,1.523,-8.647
440.055,-3.549,-0.41,-9.947
440.075,-2.964,-2.09,-6.617
440.095,-2.433,8.66,1.998
440.115,4.318,4.801,-8.86
440.135,-4.228,6.267,-3.148
440.155,-3.655,7.423,-1.855
440.175,-0.471,6.38,-2.753
440.195,8.36,0.2,-2.405
440.215,3.445,4.943,-2.738
440.235,-2.334,3.739,-0.002
440.255,10.291,6.739,2.56
440.275,1.114,6.602,-4.71
440.295,2.146,7.475,6.674
440.315,9.995,6.942,-3.415
440.335,2.975,3.062,8.052
440.355,0.601,7.757,6.971
440.375,6.698,5.798,7.568
440.395,11.325,4.752,6.141
440.415,3.171,4.879,10.27
440.435,9.442,1.555,-0.2
440.455,5.023,4.481,0.068
440.475,4.939,4.074,17.337
440.495,4.753,3.667,10.241
440.515,11.908,4.529,2.169
440.535,10.486,4.472,9.478
440.555,11.597,4.149,8.319
440.575,12.148,-0.448,10.89
440.595,4.699,-0.82,6.431
440.615,5.482,-10.152,3.198
440.635,4.047,-6.888,6.03
440.655,13.691,-11.809,8.581
440.675,11.376,-11.256,7.522
440.695,3.745,-11.347,7.538
440.715,7.795,-5.424,5.197
440.735,6.963,-12.447,7.766
440.755,10.035,-14.501,4.829
440.775,0.216,-6.245,3.9
440.795,7.1,-10.806,11.616
440.815,5.078,-9.322,13.736
440.835,0.158,-11.824,3.988
440.855,7.549,-10.031,5.583
440.875,2.967,-8.055,5.521
440.895,1.013,-4.068,10.611
440.915,3.658,-7.298,5.854
440.935,2.485,-0.883,5.322
440.955,-4.367,-9.609,-9.498
440.975,0.639,-2.089,0.614
440.995,3.153,2.796,11.958
441.015,-0.152,-6.638,-1.344
441.035,-0.973,-8.032,-0.827
441.055,-6.967,-5.854,-4.946
441.075,-6.862,-9.795,-9.881
441.095,-8.72,2.771,-2.976
441.115,2.408,0.749,-2.416
441.135,-3.949,1.758,-2.506
441.155,-3.263,6.824,-6.531
441.175,-4.528,-0.302,-4.175
441.195,-5.41,12.036,-7.71
441.215,-9.307,10.952,-6.978
441.235,-2.488,4.769,-1.734
441.255,-8.904,12.185,1.003
441.275,-9.74,7.37,-4.476
441.295,-8.274,0.638,-7.007
441.315,-8.272,13.43,-6.802
441.335,-15.084,14.148,-10.709
441.355,-4.742,13.197,-8.785
441.375,-7.442,8.896,-4.16
441.395,-3.473,11.561,-3.754
441.415,3.77,6.985,-10.74
441.435,-16.81,4.138,-13.309
441.455,-6.912,0.534,-7.943
441.475,-0.32,4.311,-5.606
441.495,1.855,8.35,-4.592
441.515,-5.302,2.429,-6.148
441.535,-5.434,-1.347,-9.366
441.555,0.051,-0.457,-1.42
441.575,-0.851,-5.425,-8.671
441.595,-0.224,3.972,-2.791
441.615,-1.729,0.552,-14.241
441.635,8.709,-3.071,-7.987
441.655,8.167,-3.508,-4.723
441.675,2.506,-4.639,-9.653
441.695,6.951,-2.153,-11.951
441.715,9.132,-6.59,-2.794
441.735,5.753,-8.309,-7.344
441.755,7.827,-8.612,-2.279
441.775,9.797,-12.03,-9.016
441.795,5.797,-7.462,3.665
441.815,13.344,-8.853,6.208
441.835,13.105,-7.228,-8.605
441.855,13.873,-10.515,-7.43
441.875,6.467,-8.173,4.153
441.895,12.473,-9.224,-3.673
441.915,4.832,-8.513,5.609
441.935,5.44,-8.067,-1.602
441.955,5.251,-6.2,2.701
441.975,7.187,-9.953,0.752
441.995,5.976,-5.301,4.643
442.015,7.119,-8.028,1.107
442.035,5.394,-1.874,1.868
442.055,3.485,2.944,3.775
442.075,5.316,5.537,5.897
442.095,3.369,1.315,-0.488
442.115,8.184,0.691,1.972
442.135,-1.671,0.544,-2.084
442.155,-1.321,6.964,8.402
442.175,1.239,-1.069,10.855
442.195,0.609,-0.225,3.434
442.215,-7.289,4.717,4.444
442.235,-1.401,1.817,12.633
442.255,-2.401,7.569,5.873
442.275,-10.353,7.933,7.852
442.295,-11.411,11.303,9.669
442.315,-6.028,4.732,2.874
442.335,-5.826,0.831,0.642
442.355,-1.38,5.012,2.702
442.375,-3.579,8.596,3.025
442.395,-0.202,8.914,6.181
442.415,-9.94,10.865,9.739
442.435,-10.442,1.42,-1.925
442.455,-2.561,8.9,-0.797
442.475,-2.996,5.999,1.73
442.495,-5.231,9.929,4.017
442.515,-6.776,1.39,9.699
442.535,-7.328,4.922,1.83
442.555,-0.998,3.891,2.815
442.575,-4.258,-4.114,3.333
442.595,-4.279,6.868,-1.932
442.615,2.455,0.75,1.499
442.635,-1.814,-0.206,0.354
442.655,-7.052,-12.851,0.834
442.675,-5.172,1.272,-9.969
442.695,-1.95,-6.476,-3.1
442.715,-1.644,-5.881,-0.588
442.735,-1.414,-8.307,-6.304
442.755,1.761,-2.147,-1.44
442.775,-2.684,-5.528,-11.135
442.795,-4.841,-2.03,-0.716
442.815,-0.105,-12.237,-9.561
442.835,-1.361,-7.578,-9.247
442.855,6.213,-8.164,-7.582
442.875,6.518,-1.771,-6.337
442.895,1.358,-7.076,-6.995
442.915,11.91,-17.281,-2.502
442.935,4.568,-10.442,-6.436
442.955,9.881,-11.479,-9.664
442.975,4.194,0.786,-8.383
442.995,3.583,-6.798,-15.176
443.015,9.599,-4.183,-7.383
